cancer_group,confounder,hugo_symbol,cancer,variable,y,n,mean,median,q1,q2,ras,codon_range,codon
single,Tumor type,KRAS,non-melanoma skin cancers,Not Applicable or Heme,0,22,0,0,0,0.001,KRAS_61,61,Codon 61
single,Tumor type,KRAS,non-melanoma skin cancers,Primary,0,287,0,0,0,0.001,KRAS_61,61,Codon 61
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Metastasis,0,11,0,0,0,0,KRAS_61,61,Codon 61
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Not Applicable or Heme,0,915,0,0,0,0,KRAS_61,61,Codon 61
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Primary,0,250,0,0,0,0,KRAS_61,61,Codon 61
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Unspecified,0,31,0,0,0,0,KRAS_61,61,Codon 61
single,Tumor type,KRAS,adrenocortical carcinoma,Metastasis,0,55,0,0,0,0.004,KRAS_61,61,Codon 61
single,Tumor type,KRAS,adrenocortical carcinoma,Primary,0,72,0,0,0,0.004,KRAS_61,61,Codon 61
single,Tumor type,KRAS,ovarian cancer,Metastasis,6,1088,0.006,0.006,0.003,0.01,KRAS_61,61,Codon 61
single,Tumor type,KRAS,ovarian cancer,Not Applicable or Heme,1,160,0.006,0.006,0.002,0.013,KRAS_61,61,Codon 61
single,Tumor type,KRAS,ovarian cancer,Primary,5,1060,0.005,0.005,0.003,0.009,KRAS_61,61,Codon 61
single,Tumor type,KRAS,ovarian cancer,Unspecified,1,28,0.008,0.006,0.002,0.027,KRAS_61,61,Codon 61
single,Tumor type,KRAS,esophagogastric cancer,Metastasis,0,462,0.001,0.001,0,0.004,KRAS_61,61,Codon 61
single,Tumor type,KRAS,esophagogastric cancer,Not Applicable or Heme,0,43,0.002,0.001,0,0.008,KRAS_61,61,Codon 61
single,Tumor type,KRAS,esophagogastric cancer,Primary,3,1283,0.002,0.002,0,0.005,KRAS_61,61,Codon 61
single,Tumor type,KRAS,esophagogastric cancer,Unspecified,0,14,0.003,0.001,0,0.014,KRAS_61,61,Codon 61
single,Tumor type,KRAS,thyroid cancer,Metastasis,3,402,0.011,0.01,0.003,0.022,KRAS_61,61,Codon 61
single,Tumor type,KRAS,thyroid cancer,Not Applicable or Heme,3,28,0.065,0.05,0.011,0.195,KRAS_61,61,Codon 61
single,Tumor type,KRAS,thyroid cancer,Primary,10,582,0.017,0.017,0.009,0.028,KRAS_61,61,Codon 61
single,Tumor type,KRAS,cervical cancer,Metastasis,0,136,0,0,0,0.001,KRAS_61,61,Codon 61
single,Tumor type,KRAS,cervical cancer,Not Applicable or Heme,0,12,0,0,0,0.001,KRAS_61,61,Codon 61
single,Tumor type,KRAS,cervical cancer,Primary,0,211,0,0,0,0.001,KRAS_61,61,Codon 61
single,Tumor type,KRAS,hepatobiliary cancer,Metastasis,7,438,0.014,0.014,0.007,0.024,KRAS_61,61,Codon 61
single,Tumor type,KRAS,hepatobiliary cancer,Not Applicable or Heme,0,34,0.013,0.012,0,0.028,KRAS_61,61,Codon 61
single,Tumor type,KRAS,hepatobiliary cancer,Primary,11,895,0.013,0.013,0.007,0.02,KRAS_61,61,Codon 61
single,Tumor type,KRAS,kidney cancer,Metastasis,0,445,0.001,0.001,0,0.004,KRAS_61,61,Codon 61
single,Tumor type,KRAS,kidney cancer,Not Applicable or Heme,0,24,0.002,0.001,0,0.013,KRAS_61,61,Codon 61
single,Tumor type,KRAS,kidney cancer,Primary,2,944,0.002,0.001,0,0.005,KRAS_61,61,Codon 61
single,Tumor type,KRAS,mature t and nk neoplasms,Metastasis,0,10,0.01,0.006,0,0.048,KRAS_61,61,Codon 61
single,Tumor type,KRAS,mature t and nk neoplasms,Not Applicable or Heme,0,29,0.008,0.006,0,0.033,KRAS_61,61,Codon 61
single,Tumor type,KRAS,mature t and nk neoplasms,Primary,2,187,0.01,0.009,0.001,0.028,KRAS_61,61,Codon 61
single,Tumor type,KRAS,cns cancer,Metastasis,1,409,0.003,0.003,0.001,0.006,KRAS_61,61,Codon 61
single,Tumor type,KRAS,cns cancer,Not Applicable or Heme,1,526,0.003,0.003,0.001,0.006,KRAS_61,61,Codon 61
single,Tumor type,KRAS,cns cancer,Primary,9,3522,0.003,0.003,0.001,0.004,KRAS_61,61,Codon 61
single,Tumor type,KRAS,cns cancer,Unspecified,1,108,0.003,0.003,0.001,0.01,KRAS_61,61,Codon 61
single,Tumor type,KRAS,prostate cancer,Metastasis,2,901,0.002,0.002,0,0.006,KRAS_61,61,Codon 61
single,Tumor type,KRAS,prostate cancer,Not Applicable or Heme,0,57,0.003,0.002,0,0.015,KRAS_61,61,Codon 61
single,Tumor type,KRAS,prostate cancer,Primary,1,1468,0.001,0.001,0,0.003,KRAS_61,61,Codon 61
single,Tumor type,KRAS,prostate cancer,Unspecified,1,12,0.025,0.004,0.001,0.172,KRAS_61,61,Codon 61
single,Tumor type,KRAS,anal cancer,Metastasis,1,59,0.013,0.009,0,0.05,KRAS_61,61,Codon 61
single,Tumor type,KRAS,anal cancer,Primary,0,84,0.005,0.002,0,0.024,KRAS_61,61,Codon 61
single,Tumor type,KRAS,neuroendocrine tumors,Metastasis,0,143,0.004,0.002,0,0.014,KRAS_61,61,Codon 61
single,Tumor type,KRAS,neuroendocrine tumors,Not Applicable or Heme,0,20,0.006,0.003,0,0.029,KRAS_61,61,Codon 61
single,Tumor type,KRAS,neuroendocrine tumors,Primary,2,196,0.008,0.007,0.001,0.024,KRAS_61,61,Codon 61
single,Tumor type,KRAS,bladder cancer,Metastasis,0,390,0.002,0.001,0,0.006,KRAS_61,61,Codon 61
single,Tumor type,KRAS,bladder cancer,Not Applicable or Heme,0,25,0.003,0.002,0,0.017,KRAS_61,61,Codon 61
single,Tumor type,KRAS,bladder cancer,Primary,5,1164,0.004,0.004,0.001,0.008,KRAS_61,61,Codon 61
single,Tumor type,KRAS,b-lymphoblastic leukemia/lymphoma,Metastasis,0,13,0.013,0.008,0,0.064,KRAS_61,61,Codon 61
single,Tumor type,KRAS,b-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,1,109,0.011,0.009,0.001,0.033,KRAS_61,61,Codon 61
single,Tumor type,KRAS,b-lymphoblastic leukemia/lymphoma,Primary,0,101,0.007,0.005,0,0.026,KRAS_61,61,Codon 61
single,Tumor type,KRAS,b-lymphoblastic leukemia/lymphoma,Unspecified,2,25,0.045,0.029,0.004,0.163,KRAS_61,61,Codon 61
single,Tumor type,KRAS,small bowel cancer,Metastasis,3,78,0.033,0.03,0.01,0.072,KRAS_61,61,Codon 61
single,Tumor type,KRAS,small bowel cancer,Primary,3,128,0.028,0.027,0.009,0.057,KRAS_61,61,Codon 61
single,Tumor type,KRAS,sex cord stromal tumor,Metastasis,0,49,0,0,0,0.005,KRAS_61,61,Codon 61
single,Tumor type,KRAS,sex cord stromal tumor,Primary,0,54,0,0,0,0.005,KRAS_61,61,Codon 61
single,Tumor type,KRAS,bone cancer,Metastasis,1,203,0.003,0.002,0,0.012,KRAS_61,61,Codon 61
single,Tumor type,KRAS,bone cancer,Not Applicable or Heme,0,25,0.003,0.001,0,0.015,KRAS_61,61,Codon 61
single,Tumor type,KRAS,bone cancer,Primary,0,326,0.002,0.001,0,0.007,KRAS_61,61,Codon 61
single,Tumor type,KRAS,bone cancer,Unspecified,0,16,0.003,0.001,0,0.019,KRAS_61,61,Codon 61
single,Tumor type,KRAS,vaginal cancer,Metastasis,0,16,0.001,0,0,0.01,KRAS_61,61,Codon 61
single,Tumor type,KRAS,vaginal cancer,Primary,0,60,0.001,0,0,0.007,KRAS_61,61,Codon 61
single,Tumor type,KRAS,thymic tumor,Metastasis,0,61,0,0,0,0.005,KRAS_61,61,Codon 61
single,Tumor type,KRAS,thymic tumor,Primary,0,84,0,0,0,0.005,KRAS_61,61,Codon 61
single,Tumor type,KRAS,ampullary cancer,Metastasis,0,23,0.026,0.019,0,0.094,KRAS_61,61,Codon 61
single,Tumor type,KRAS,ampullary cancer,Primary,5,82,0.056,0.052,0.019,0.113,KRAS_61,61,Codon 61
single,Tumor type,KRAS,small cell lung cancer,Metastasis,0,207,0,0,0,0.001,KRAS_61,61,Codon 61
single,Tumor type,KRAS,small cell lung cancer,Primary,0,183,0,0,0,0.001,KRAS_61,61,Codon 61
single,Tumor type,KRAS,mesothelioma,Metastasis,0,82,0,0,0,0.002,KRAS_61,61,Codon 61
single,Tumor type,KRAS,mesothelioma,Primary,0,408,0,0,0,0.001,KRAS_61,61,Codon 61
single,Tumor type,KRAS,germ cell tumor,Metastasis,0,274,0,0,0,0,KRAS_61,61,Codon 61
single,Tumor type,KRAS,germ cell tumor,Not Applicable or Heme,0,81,0,0,0,0,KRAS_61,61,Codon 61
single,Tumor type,KRAS,germ cell tumor,Primary,0,517,0,0,0,0,KRAS_61,61,Codon 61
single,Tumor type,KRAS,germ cell tumor,Unspecified,0,14,0,0,0,0,KRAS_61,61,Codon 61
single,Tumor type,KRAS,nerve sheath tumor,Metastasis,0,16,0.001,0,0,0.005,KRAS_61,61,Codon 61
single,Tumor type,KRAS,nerve sheath tumor,Not Applicable or Heme,0,17,0.001,0,0,0.005,KRAS_61,61,Codon 61
single,Tumor type,KRAS,nerve sheath tumor,Primary,0,117,0,0,0,0.003,KRAS_61,61,Codon 61
single,Tumor type,KRAS,penile cancer,Metastasis,0,11,0.036,0.021,0,0.152,KRAS_61,61,Codon 61
single,Tumor type,KRAS,penile cancer,Primary,1,13,0.058,0.042,0.002,0.208,KRAS_61,61,Codon 61
single,Tumor type,KRAS,pheochromocytoma,Primary,0,18,0.003,0,0,0.032,KRAS_61,61,Codon 61
single,Tumor type,KRAS,pineal tumor,Primary,0,14,0.002,0,0,0.026,KRAS_61,61,Codon 61
single,Tumor type,KRAS,b cell lymphoma,Metastasis,2,57,0.019,0.016,0.007,0.048,KRAS_61,61,Codon 61
single,Tumor type,KRAS,b cell lymphoma,Not Applicable or Heme,3,145,0.017,0.016,0.007,0.034,KRAS_61,61,Codon 61
single,Tumor type,KRAS,b cell lymphoma,Primary,8,709,0.014,0.014,0.007,0.023,KRAS_61,61,Codon 61
single,Tumor type,KRAS,b cell lymphoma,Unspecified,1,51,0.017,0.015,0.006,0.04,KRAS_61,61,Codon 61
single,Tumor type,KRAS,non-hodgkin lymphoma,Primary,0,14,0.004,0,0,0.049,KRAS_61,61,Codon 61
single,Tumor type,KRAS,t-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,0,25,0.002,0,0,0.02,KRAS_61,61,Codon 61
single,Tumor type,KRAS,t-lymphoblastic leukemia/lymphoma,Primary,0,11,0.002,0,0,0.026,KRAS_61,61,Codon 61
single,Tumor type,KRAS,retinoblastoma,Not Applicable or Heme,0,10,0.002,0,0,0.022,KRAS_61,61,Codon 61
single,Tumor type,KRAS,retinoblastoma,Primary,0,41,0.001,0,0,0.015,KRAS_61,61,Codon 61
single,Tumor type,KRAS,hodgkin lymphoma,Primary,0,35,0.001,0,0,0.015,KRAS_61,61,Codon 61
single,Tumor type,KRAS,lung cancer,Primary,0,17,0.003,0,0,0.034,KRAS_61,61,Codon 61
single,Tumor type,KRAS,parathyroid cancer,Primary,0,13,0.003,0,0,0.041,KRAS_61,61,Codon 61
single,Tumor type,HRAS,appendiceal cancer,Metastasis,0,174,0,0,0,0.001,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,appendiceal cancer,Not Applicable or Heme,0,10,0,0,0,0.002,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,appendiceal cancer,Primary,0,151,0,0,0,0.001,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,colorectal cancer,Metastasis,0,2352,0,0,0,0.001,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,colorectal cancer,Not Applicable or Heme,0,224,0,0,0,0.003,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,colorectal cancer,Primary,5,4113,0.001,0.001,0,0.002,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,colorectal cancer,Unspecified,0,31,0.001,0,0,0.008,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cancer of unknown primary,Metastasis,6,1388,0.005,0.005,0.002,0.009,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cancer of unknown primary,Not Applicable or Heme,1,229,0.005,0.005,0.001,0.011,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cancer of unknown primary,Primary,3,311,0.006,0.006,0.002,0.015,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cancer of unknown primary,Unspecified,0,57,0.005,0.005,0,0.012,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,non-small cell lung cancer,Metastasis,11,3750,0.002,0.002,0.001,0.004,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,non-small cell lung cancer,Not Applicable or Heme,0,223,0.002,0.002,0,0.005,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,non-small cell lung cancer,Primary,7,6059,0.001,0.001,0.001,0.002,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,non-small cell lung cancer,Unspecified,0,99,0.002,0.002,0,0.006,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,breast cancer,Metastasis,7,3094,0.002,0.002,0.001,0.004,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,breast cancer,Not Applicable or Heme,0,105,0.003,0.002,0,0.006,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,breast cancer,Primary,16,6124,0.003,0.002,0.002,0.004,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,pancreatic cancer,Metastasis,1,981,0.001,0.001,0,0.003,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,pancreatic cancer,Not Applicable or Heme,0,75,0.002,0.001,0,0.006,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,pancreatic cancer,Primary,2,1428,0.001,0.001,0,0.003,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,leukemia,Metastasis,0,15,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,leukemia,Not Applicable or Heme,0,923,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,leukemia,Primary,0,407,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,leukemia,Unspecified,0,215,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,melanoma,Metastasis,25,1738,0.013,0.013,0.009,0.019,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,melanoma,Not Applicable or Heme,1,188,0.012,0.012,0.003,0.019,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,melanoma,Primary,11,898,0.013,0.012,0.008,0.019,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,melanoma,Unspecified,0,22,0.013,0.012,0.002,0.024,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,head and neck cancer,Metastasis,13,731,0.021,0.021,0.011,0.033,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,head and neck cancer,Not Applicable or Heme,1,67,0.024,0.024,0.005,0.048,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,head and neck cancer,Primary,34,938,0.033,0.033,0.023,0.046,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,uterine cancer,Metastasis,2,583,0.003,0.003,0.001,0.007,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,uterine cancer,Not Applicable or Heme,0,76,0.003,0.002,0,0.008,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,uterine cancer,Primary,4,1538,0.003,0.003,0.001,0.005,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,uterine cancer,Unspecified,0,51,0.003,0.003,0,0.008,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,non-melanoma skin cancers,Metastasis,6,203,0.03,0.029,0.015,0.05,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,non-melanoma skin cancers,Not Applicable or Heme,1,22,0.033,0.03,0.012,0.079,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,non-melanoma skin cancers,Primary,8,287,0.029,0.029,0.015,0.048,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,myelodysplastic/myeloproliferative syndromes,Metastasis,0,11,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,myelodysplastic/myeloproliferative syndromes,Not Applicable or Heme,0,914,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,myelodysplastic/myeloproliferative syndromes,Primary,0,250,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,myelodysplastic/myeloproliferative syndromes,Unspecified,0,31,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,adrenocortical carcinoma,Metastasis,0,55,0,0,0,0.004,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,adrenocortical carcinoma,Primary,0,72,0,0,0,0.003,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,soft tissue sarcoma,Metastasis,4,928,0.005,0.004,0.002,0.008,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,soft tissue sarcoma,Not Applicable or Heme,1,119,0.005,0.004,0.002,0.013,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,soft tissue sarcoma,Primary,7,1668,0.004,0.004,0.002,0.007,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,soft tissue sarcoma,Unspecified,0,23,0.005,0.004,0.001,0.012,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,ovarian cancer,Metastasis,0,1088,0,0,0,0.002,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,ovarian cancer,Not Applicable or Heme,0,160,0.001,0,0,0.003,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,ovarian cancer,Primary,1,1060,0.001,0,0,0.002,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,ovarian cancer,Unspecified,0,28,0.001,0,0,0.005,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,esophagogastric cancer,Metastasis,0,462,0.001,0.001,0,0.004,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,esophagogastric cancer,Not Applicable or Heme,0,43,0.002,0.001,0,0.01,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,esophagogastric cancer,Primary,3,1283,0.002,0.002,0,0.005,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,esophagogastric cancer,Unspecified,0,14,0.003,0.001,0,0.019,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,thyroid cancer,Metastasis,10,402,0.032,0.031,0.015,0.052,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,thyroid cancer,Not Applicable or Heme,3,28,0.069,0.056,0.026,0.177,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,thyroid cancer,Primary,32,582,0.052,0.052,0.036,0.072,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cervical cancer,Metastasis,1,136,0.005,0.003,0,0.02,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cervical cancer,Not Applicable or Heme,0,12,0.005,0.002,0,0.033,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cervical cancer,Primary,0,211,0.002,0.001,0,0.01,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,hepatobiliary cancer,Metastasis,0,438,0.001,0,0,0.003,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,hepatobiliary cancer,Not Applicable or Heme,0,34,0.001,0.001,0,0.008,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,hepatobiliary cancer,Primary,1,894,0.001,0.001,0,0.003,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,kidney cancer,Metastasis,0,445,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,kidney cancer,Not Applicable or Heme,0,24,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,kidney cancer,Primary,0,944,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cns cancer,Metastasis,0,409,0.001,0.001,0,0.003,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cns cancer,Not Applicable or Heme,1,526,0.001,0.001,0,0.004,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cns cancer,Primary,3,3521,0.001,0.001,0,0.002,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,cns cancer,Unspecified,0,108,0.001,0.001,0,0.003,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,prostate cancer,Metastasis,7,901,0.007,0.007,0.004,0.012,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,prostate cancer,Not Applicable or Heme,0,57,0.007,0.006,0.001,0.014,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,prostate cancer,Primary,9,1468,0.006,0.006,0.003,0.01,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,prostate cancer,Unspecified,0,12,0.007,0.006,0.001,0.017,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,anal cancer,Metastasis,0,59,0,0,0,0.004,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,anal cancer,Primary,0,84,0,0,0,0.004,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,neuroendocrine tumors,Metastasis,1,143,0.005,0.003,0,0.017,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,neuroendocrine tumors,Not Applicable or Heme,0,20,0.004,0.002,0,0.023,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,neuroendocrine tumors,Primary,0,196,0.003,0.002,0,0.011,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,bladder cancer,Metastasis,11,389,0.033,0.033,0.019,0.047,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,bladder cancer,Not Applicable or Heme,2,25,0.043,0.038,0.021,0.11,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,bladder cancer,Primary,44,1164,0.037,0.037,0.028,0.048,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,b-lymphoblastic leukemia/lymphoma,Metastasis,0,13,0,0,0,0.001,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,b-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,0,109,0,0,0,0.001,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,b-lymphoblastic leukemia/lymphoma,Primary,0,101,0,0,0,0.001,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,b-lymphoblastic leukemia/lymphoma,Unspecified,0,25,0,0,0,0.001,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,small bowel cancer,Metastasis,0,78,0,0,0,0.002,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,small bowel cancer,Primary,0,128,0,0,0,0.002,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,sex cord stromal tumor,Metastasis,0,48,0.001,0,0,0.008,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,sex cord stromal tumor,Primary,0,54,0.001,0,0,0.007,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,bone cancer,Metastasis,0,197,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,bone cancer,Not Applicable or Heme,0,25,0,0,0,0.001,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,bone cancer,Primary,0,319,0,0,0,0,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,bone cancer,Unspecified,0,14,0,0,0,0.001,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,vaginal cancer,Metastasis,1,16,0.04,0.029,0.004,0.145,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,vaginal cancer,Primary,1,60,0.026,0.022,0.002,0.072,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,thymic tumor,Metastasis,3,60,0.041,0.037,0.012,0.093,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,thymic tumor,Primary,2,83,0.033,0.03,0.008,0.071,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,ampullary cancer,Metastasis,0,23,0.001,0,0,0.007,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,ampullary cancer,Primary,0,82,0,0,0,0.005,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,small cell lung cancer,Metastasis,2,207,0.008,0.007,0.001,0.024,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,small cell lung cancer,Primary,0,183,0.003,0.001,0,0.013,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,mature t and nk neoplasms,Metastasis,0,10,0.001,0,0,0.005,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,mature t and nk neoplasms,Not Applicable or Heme,0,28,0,0,0,0.004,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,mature t and nk neoplasms,Primary,0,187,0,0,0,0.003,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,mesothelioma,Metastasis,0,82,0,0,0,0.002,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,mesothelioma,Primary,0,408,0,0,0,0.001,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,germ cell tumor,Metastasis,0,274,0.001,0,0,0.005,HRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,HRAS,germ cell tumor,Not Applicable or Heme,1,81,0.006,0.002,0,0.031,HRAS_12-61,12-61,"Codon 12, 13, or 61"
