cancer_group,confounder,hugo_symbol,cancer,variable,y,n,mean,median,q1,q2,ras,codon_range,codon
single,Center,KRAS,cancer of unknown primary,UHN,0,24,0.019,0.018,0.005,0.035,KRAS_13,13,Codon 13
single,Center,KRAS,cancer of unknown primary,VICC,0,64,0.018,0.018,0.004,0.03,KRAS_13,13,Codon 13
single,Center,KRAS,cancer of unknown primary,WAKE,0,43,0.018,0.018,0.004,0.031,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,DFCI,48,2495,0.02,0.02,0.016,0.024,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,DUKE,0,81,0.019,0.02,0.011,0.026,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,GRCC,2,228,0.019,0.02,0.011,0.025,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,JHU,41,1687,0.021,0.021,0.017,0.027,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,MDA,0,93,0.019,0.02,0.011,0.026,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,MSK,84,3734,0.021,0.021,0.018,0.025,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,NKI,3,178,0.02,0.02,0.013,0.026,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,PHS,11,479,0.021,0.02,0.015,0.027,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,SCI,2,66,0.02,0.02,0.013,0.028,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,UCHI,0,37,0.02,0.02,0.012,0.026,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,UCSF,0,18,0.02,0.02,0.012,0.027,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,UHN,4,154,0.02,0.02,0.014,0.028,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,VICC,10,422,0.021,0.02,0.015,0.028,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,WAKE,4,379,0.019,0.019,0.011,0.024,KRAS_13,13,Codon 13
single,Center,KRAS,non-small cell lung cancer,YALE,0,75,0.019,0.02,0.011,0.026,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,CRUK,0,2420,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,DFCI,1,1606,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,DUKE,0,43,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,GRCC,0,161,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,MDA,0,714,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,MSK,2,3631,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,NKI,0,21,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,PHS,0,29,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,SCI,0,90,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,UCSF,0,41,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,UHN,0,201,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,VHIO,0,16,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,VICC,0,315,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,WAKE,0,24,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,breast cancer,YALE,0,11,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,COLU,0,14,0.001,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,DFCI,0,793,0,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,GRCC,0,63,0.001,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,JHU,0,75,0,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,MDA,0,166,0,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,MSK,1,1387,0,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,NKI,0,55,0.001,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,PHS,0,17,0.001,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,UCSF,0,54,0.001,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,UHN,0,19,0.001,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,VICC,0,73,0,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,soft tissue sarcoma,WAKE,0,35,0.001,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,COLU,0,29,0.008,0.007,0.002,0.016,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,DFCI,5,532,0.008,0.008,0.004,0.014,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,DUKE,1,14,0.01,0.008,0.004,0.028,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,GRCC,0,33,0.008,0.007,0.002,0.016,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,JHU,0,17,0.008,0.007,0.002,0.016,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,MDA,1,62,0.008,0.007,0.003,0.018,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,MSK,9,1477,0.007,0.007,0.004,0.011,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,NKI,0,13,0.008,0.007,0.003,0.017,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,PHS,1,30,0.009,0.008,0.003,0.022,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,SCI,0,32,0.008,0.007,0.002,0.016,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,UCSF,0,65,0.007,0.007,0.002,0.014,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,UHN,0,74,0.007,0.007,0.002,0.014,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,VHIO,0,10,0.008,0.007,0.002,0.016,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,VICC,1,83,0.008,0.007,0.003,0.017,KRAS_13,13,Codon 13
single,Center,KRAS,pancreatic cancer,WAKE,0,16,0.008,0.007,0.002,0.016,KRAS_13,13,Codon 13
single,Center,KRAS,leukemia,CHOP,2,10,0.031,0.02,0.01,0.137,KRAS_13,13,Codon 13
single,Center,KRAS,leukemia,DFCI,5,269,0.018,0.017,0.009,0.031,KRAS_13,13,Codon 13
single,Center,KRAS,leukemia,JHU,3,219,0.017,0.016,0.007,0.029,KRAS_13,13,Codon 13
single,Center,KRAS,leukemia,MSK,2,39,0.023,0.019,0.01,0.067,KRAS_13,13,Codon 13
single,Center,KRAS,leukemia,UCHI,1,109,0.016,0.016,0.005,0.031,KRAS_13,13,Codon 13
single,Center,KRAS,leukemia,UCSF,0,13,0.018,0.017,0.004,0.045,KRAS_13,13,Codon 13
single,Center,KRAS,leukemia,UHN,6,608,0.014,0.014,0.006,0.023,KRAS_13,13,Codon 13
single,Center,KRAS,leukemia,VICC,7,283,0.02,0.019,0.011,0.037,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,DFCI,3,432,0.003,0.003,0.001,0.008,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,GRCC,0,11,0.003,0.002,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,JHU,1,443,0.003,0.002,0.001,0.005,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,MDA,1,387,0.003,0.002,0.001,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,MSK,2,922,0.002,0.002,0.001,0.005,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,NKI,0,108,0.002,0.002,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,PHS,0,59,0.003,0.002,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,UCHI,0,32,0.003,0.002,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,UCSF,0,99,0.002,0.002,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,UHN,0,24,0.003,0.002,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,melanoma,VICC,0,294,0.002,0.002,0,0.005,KRAS_13,13,Codon 13
single,Center,KRAS,head and neck cancer,DFCI,2,572,0.002,0.002,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,head and neck cancer,GRCC,0,156,0.002,0.001,0,0.005,KRAS_13,13,Codon 13
single,Center,KRAS,head and neck cancer,MDA,1,156,0.002,0.002,0,0.009,KRAS_13,13,Codon 13
single,Center,KRAS,head and neck cancer,MSK,0,610,0.002,0.001,0,0.004,KRAS_13,13,Codon 13
single,Center,KRAS,head and neck cancer,NKI,0,15,0.002,0.002,0,0.007,KRAS_13,13,Codon 13
single,Center,KRAS,head and neck cancer,PHS,0,14,0.002,0.002,0,0.007,KRAS_13,13,Codon 13
single,Center,KRAS,head and neck cancer,UCSF,0,39,0.002,0.001,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,head and neck cancer,UHN,0,50,0.002,0.001,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,head and neck cancer,VICC,0,87,0.002,0.001,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,head and neck cancer,WAKE,0,27,0.002,0.002,0,0.007,KRAS_13,13,Codon 13
single,Center,KRAS,uterine cancer,DFCI,24,740,0.027,0.026,0.018,0.041,KRAS_13,13,Codon 13
single,Center,KRAS,uterine cancer,GRCC,0,18,0.021,0.021,0.004,0.04,KRAS_13,13,Codon 13
single,Center,KRAS,uterine cancer,MDA,0,46,0.019,0.02,0.003,0.034,KRAS_13,13,Codon 13
single,Center,KRAS,uterine cancer,MSK,22,1057,0.021,0.021,0.014,0.029,KRAS_13,13,Codon 13
single,Center,KRAS,uterine cancer,PHS,0,10,0.021,0.021,0.004,0.044,KRAS_13,13,Codon 13
single,Center,KRAS,uterine cancer,SCI,1,10,0.026,0.023,0.008,0.072,KRAS_13,13,Codon 13
single,Center,KRAS,uterine cancer,UCSF,2,65,0.023,0.022,0.009,0.046,KRAS_13,13,Codon 13
single,Center,KRAS,uterine cancer,UHN,1,139,0.018,0.019,0.004,0.031,KRAS_13,13,Codon 13
single,Center,KRAS,uterine cancer,VICC,0,46,0.019,0.02,0.003,0.034,KRAS_13,13,Codon 13
single,Center,KRAS,uterine cancer,WAKE,1,96,0.019,0.02,0.005,0.034,KRAS_13,13,Codon 13
single,Center,KRAS,non-melanoma skin cancers,DFCI,0,184,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,non-melanoma skin cancers,GRCC,0,13,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,non-melanoma skin cancers,MDA,0,13,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,non-melanoma skin cancers,MSK,0,244,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,non-melanoma skin cancers,UCSF,0,14,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,non-melanoma skin cancers,VICC,0,19,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,myelodysplastic/myeloproliferative syndromes,DFCI,0,190,0.004,0.003,0,0.011,KRAS_13,13,Codon 13
single,Center,KRAS,myelodysplastic/myeloproliferative syndromes,JHU,0,28,0.006,0.004,0,0.023,KRAS_13,13,Codon 13
single,Center,KRAS,myelodysplastic/myeloproliferative syndromes,MSK,1,28,0.014,0.007,0.001,0.068,KRAS_13,13,Codon 13
single,Center,KRAS,myelodysplastic/myeloproliferative syndromes,UCHI,1,91,0.007,0.005,0.001,0.026,KRAS_13,13,Codon 13
single,Center,KRAS,myelodysplastic/myeloproliferative syndromes,UHN,4,429,0.007,0.006,0.002,0.017,KRAS_13,13,Codon 13
single,Center,KRAS,myelodysplastic/myeloproliferative syndromes,VICC,0,428,0.003,0.002,0,0.009,KRAS_13,13,Codon 13
single,Center,KRAS,adrenocortical carcinoma,DFCI,0,26,0,0,0,0.004,KRAS_13,13,Codon 13
single,Center,KRAS,adrenocortical carcinoma,GRCC,0,12,0.001,0,0,0.005,KRAS_13,13,Codon 13
single,Center,KRAS,adrenocortical carcinoma,MDA,0,15,0,0,0,0.005,KRAS_13,13,Codon 13
single,Center,KRAS,adrenocortical carcinoma,MSK,0,59,0,0,0,0.004,KRAS_13,13,Codon 13
single,Center,KRAS,ovarian cancer,DFCI,6,822,0.005,0.005,0.002,0.01,KRAS_13,13,Codon 13
single,Center,KRAS,ovarian cancer,GRCC,0,29,0.005,0.005,0.001,0.012,KRAS_13,13,Codon 13
single,Center,KRAS,ovarian cancer,MDA,0,140,0.004,0.004,0.001,0.009,KRAS_13,13,Codon 13
single,Center,KRAS,ovarian cancer,MSK,2,706,0.004,0.004,0.001,0.008,KRAS_13,13,Codon 13
single,Center,KRAS,ovarian cancer,NKI,1,36,0.006,0.005,0.002,0.019,KRAS_13,13,Codon 13
single,Center,KRAS,ovarian cancer,SCI,0,25,0.005,0.004,0.001,0.011,KRAS_13,13,Codon 13
single,Center,KRAS,ovarian cancer,UCSF,1,55,0.006,0.005,0.002,0.016,KRAS_13,13,Codon 13
single,Center,KRAS,ovarian cancer,UHN,1,339,0.005,0.004,0.001,0.009,KRAS_13,13,Codon 13
single,Center,KRAS,ovarian cancer,VICC,0,88,0.005,0.004,0.001,0.01,KRAS_13,13,Codon 13
single,Center,KRAS,ovarian cancer,WAKE,0,78,0.005,0.004,0.001,0.01,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,COLU,0,14,0.014,0.012,0.003,0.033,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,DFCI,4,658,0.01,0.01,0.004,0.017,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,DUKE,2,23,0.021,0.015,0.007,0.074,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,GRCC,1,47,0.015,0.013,0.005,0.036,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,JHU,1,14,0.018,0.014,0.005,0.058,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,MDA,1,129,0.012,0.012,0.003,0.024,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,MSK,12,694,0.015,0.014,0.009,0.024,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,NKI,0,24,0.013,0.012,0.003,0.031,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,SCI,0,10,0.014,0.012,0.003,0.036,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,UCSF,0,30,0.013,0.012,0.003,0.03,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,UHN,0,49,0.012,0.012,0.002,0.027,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,VICC,2,72,0.016,0.014,0.006,0.04,KRAS_13,13,Codon 13
single,Center,KRAS,esophagogastric cancer,WAKE,0,19,0.013,0.012,0.003,0.032,KRAS_13,13,Codon 13
single,Center,KRAS,thyroid cancer,DFCI,0,372,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,thyroid cancer,GRCC,0,18,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,thyroid cancer,JHU,0,23,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,thyroid cancer,MDA,0,43,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,thyroid cancer,MSK,0,449,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,thyroid cancer,UCHI,0,10,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,thyroid cancer,UCSF,0,17,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,thyroid cancer,UHN,0,41,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,thyroid cancer,VICC,0,26,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,cervical cancer,DFCI,0,89,0.009,0.008,0,0.025,KRAS_13,13,Codon 13
single,Center,KRAS,cervical cancer,GRCC,0,35,0.01,0.009,0,0.029,KRAS_13,13,Codon 13
single,Center,KRAS,cervical cancer,MDA,0,39,0.01,0.009,0,0.028,KRAS_13,13,Codon 13
single,Center,KRAS,cervical cancer,MSK,3,128,0.015,0.013,0.004,0.039,KRAS_13,13,Codon 13
single,Center,KRAS,cervical cancer,UHN,1,42,0.014,0.011,0.002,0.044,KRAS_13,13,Codon 13
single,Center,KRAS,cervical cancer,WAKE,0,12,0.011,0.009,0,0.035,KRAS_13,13,Codon 13
single,Center,KRAS,hepatobiliary cancer,DFCI,1,244,0.006,0.006,0.002,0.013,KRAS_13,13,Codon 13
single,Center,KRAS,hepatobiliary cancer,DUKE,0,12,0.007,0.006,0.001,0.015,KRAS_13,13,Codon 13
single,Center,KRAS,hepatobiliary cancer,GRCC,1,113,0.007,0.006,0.002,0.015,KRAS_13,13,Codon 13
single,Center,KRAS,hepatobiliary cancer,JHU,0,12,0.007,0.006,0.001,0.016,KRAS_13,13,Codon 13
single,Center,KRAS,hepatobiliary cancer,MDA,0,56,0.006,0.006,0.001,0.014,KRAS_13,13,Codon 13
single,Center,KRAS,hepatobiliary cancer,MSK,6,743,0.007,0.007,0.003,0.013,KRAS_13,13,Codon 13
single,Center,KRAS,hepatobiliary cancer,PHS,0,19,0.007,0.006,0.001,0.015,KRAS_13,13,Codon 13
single,Center,KRAS,hepatobiliary cancer,UCSF,0,21,0.007,0.006,0.001,0.015,KRAS_13,13,Codon 13
single,Center,KRAS,hepatobiliary cancer,UHN,1,43,0.008,0.007,0.002,0.021,KRAS_13,13,Codon 13
single,Center,KRAS,hepatobiliary cancer,VICC,0,85,0.006,0.006,0.001,0.013,KRAS_13,13,Codon 13
single,Center,KRAS,kidney cancer,DFCI,0,503,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,kidney cancer,DUKE,0,17,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,kidney cancer,GRCC,0,32,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,kidney cancer,MDA,0,116,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,kidney cancer,MSK,0,620,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,kidney cancer,SCI,0,11,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,kidney cancer,UCSF,0,18,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,kidney cancer,UHN,0,17,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,kidney cancer,VICC,0,48,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,kidney cancer,WAKE,0,16,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,mature t and nk neoplasms,DFCI,0,120,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,mature t and nk neoplasms,MSK,0,99,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,CHOP,0,175,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,DFCI,1,1633,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,DUKE,0,42,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,GRCC,0,73,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,JHU,0,270,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,MDA,0,326,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,MSK,0,1304,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,NKI,0,11,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,PHS,0,62,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,SCI,0,89,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,UCSF,0,452,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,VICC,0,87,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,cns cancer,WAKE,0,27,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,prostate cancer,DFCI,0,514,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,prostate cancer,DUKE,0,82,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,prostate cancer,GRCC,0,110,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,prostate cancer,MDA,0,55,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,prostate cancer,MSK,0,1535,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,prostate cancer,UCSF,0,51,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,prostate cancer,UHN,0,34,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,prostate cancer,VICC,0,30,0,0,0,0,KRAS_13,13,Codon 13
single,Center,KRAS,anal cancer,DFCI,0,44,0.012,0.009,0,0.044,KRAS_13,13,Codon 13
single,Center,KRAS,anal cancer,MDA,0,16,0.014,0.01,0,0.055,KRAS_13,13,Codon 13
single,Center,KRAS,anal cancer,MSK,2,65,0.022,0.018,0.003,0.066,KRAS_13,13,Codon 13
single,Center,KRAS,neuroendocrine tumors,DFCI,2,178,0.014,0.013,0.004,0.03,KRAS_13,13,Codon 13
single,Center,KRAS,neuroendocrine tumors,MDA,0,16,0.015,0.014,0.002,0.039,KRAS_13,13,Codon 13
single,Center,KRAS,neuroendocrine tumors,MSK,2,110,0.016,0.014,0.004,0.035,KRAS_13,13,Codon 13
single,Center,KRAS,neuroendocrine tumors,NKI,0,11,0.016,0.014,0.002,0.042,KRAS_13,13,Codon 13
single,Center,KRAS,neuroendocrine tumors,UCSF,0,11,0.016,0.014,0.002,0.042,KRAS_13,13,Codon 13
single,Center,KRAS,neuroendocrine tumors,VICC,1,18,0.019,0.015,0.004,0.062,KRAS_13,13,Codon 13
single,Center,KRAS,bladder cancer,DFCI,0,536,0.002,0.001,0,0.005,KRAS_13,13,Codon 13
single,Center,KRAS,bladder cancer,DUKE,0,14,0.003,0.002,0,0.01,KRAS_13,13,Codon 13
single,Center,KRAS,bladder cancer,GRCC,0,86,0.002,0.002,0,0.007,KRAS_13,13,Codon 13
single,Center,KRAS,bladder cancer,MDA,0,46,0.002,0.002,0,0.008,KRAS_13,13,Codon 13
single,Center,KRAS,bladder cancer,MSK,2,742,0.002,0.002,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,bladder cancer,UCSF,0,16,0.003,0.002,0,0.01,KRAS_13,13,Codon 13
single,Center,KRAS,bladder cancer,UHN,0,24,0.002,0.002,0,0.009,KRAS_13,13,Codon 13
single,Center,KRAS,bladder cancer,VICC,1,69,0.004,0.002,0,0.021,KRAS_13,13,Codon 13
single,Center,KRAS,bladder cancer,WAKE,0,21,0.002,0.002,0,0.009,KRAS_13,13,Codon 13
single,Center,KRAS,b-lymphoblastic leukemia/lymphoma,CHOP,0,25,0.028,0.027,0.002,0.066,KRAS_13,13,Codon 13
single,Center,KRAS,b-lymphoblastic leukemia/lymphoma,DFCI,5,78,0.042,0.038,0.016,0.093,KRAS_13,13,Codon 13
single,Center,KRAS,b-lymphoblastic leukemia/lymphoma,MSK,1,60,0.029,0.027,0.005,0.061,KRAS_13,13,Codon 13
single,Center,KRAS,b-lymphoblastic leukemia/lymphoma,UCSF,1,13,0.04,0.033,0.009,0.119,KRAS_13,13,Codon 13
single,Center,KRAS,b-lymphoblastic leukemia/lymphoma,UHN,1,68,0.028,0.027,0.005,0.059,KRAS_13,13,Codon 13
single,Center,KRAS,small bowel cancer,DFCI,2,42,0.055,0.053,0.019,0.105,KRAS_13,13,Codon 13
single,Center,KRAS,small bowel cancer,JHU,2,28,0.059,0.055,0.021,0.12,KRAS_13,13,Codon 13
single,Center,KRAS,small bowel cancer,MSK,6,90,0.059,0.057,0.027,0.105,KRAS_13,13,Codon 13
single,Center,KRAS,small bowel cancer,VICC,0,16,0.051,0.05,0.005,0.105,KRAS_13,13,Codon 13
single,Center,KRAS,sex cord stromal tumor,DFCI,0,32,0.001,0,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,sex cord stromal tumor,GRCC,0,10,0.001,0,0,0.007,KRAS_13,13,Codon 13
single,Center,KRAS,sex cord stromal tumor,MSK,0,38,0,0,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,sex cord stromal tumor,UHN,0,13,0.001,0,0,0.007,KRAS_13,13,Codon 13
single,Center,KRAS,bone cancer,CHOP,0,15,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,bone cancer,DFCI,0,90,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,bone cancer,GRCC,0,18,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,bone cancer,MDA,0,88,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,bone cancer,MSK,0,296,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,bone cancer,UCSF,0,19,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,bone cancer,VICC,0,17,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,vaginal cancer,DFCI,0,37,0.012,0.007,0,0.056,KRAS_13,13,Codon 13
single,Center,KRAS,vaginal cancer,MSK,1,16,0.037,0.022,0.001,0.159,KRAS_13,13,Codon 13
single,Center,KRAS,vaginal cancer,UHN,0,10,0.017,0.008,0,0.082,KRAS_13,13,Codon 13
single,Center,KRAS,thymic tumor,DFCI,0,49,0,0,0,0.005,KRAS_13,13,Codon 13
single,Center,KRAS,thymic tumor,GRCC,0,10,0.001,0,0,0.006,KRAS_13,13,Codon 13
single,Center,KRAS,thymic tumor,MDA,0,10,0.001,0,0,0.007,KRAS_13,13,Codon 13
single,Center,KRAS,thymic tumor,MSK,0,52,0,0,0,0.005,KRAS_13,13,Codon 13
single,Center,KRAS,ampullary cancer,DFCI,1,22,0.039,0.033,0.006,0.113,KRAS_13,13,Codon 13
single,Center,KRAS,ampullary cancer,MSK,2,67,0.034,0.03,0.007,0.082,KRAS_13,13,Codon 13
single,Center,KRAS,small cell lung cancer,DFCI,0,97,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,small cell lung cancer,JHU,0,11,0,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,small cell lung cancer,MDA,0,28,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,small cell lung cancer,MSK,0,204,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,small cell lung cancer,WAKE,0,16,0,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,mesothelioma,DFCI,0,217,0,0,0,0.001,KRAS_13,13,Codon 13
single,Center,KRAS,mesothelioma,MDA,0,11,0,0,0,0.002,KRAS_13,13,Codon 13
single,Center,KRAS,mesothelioma,MSK,0,233,0,0,0,0.001,KRAS_13,13,Codon 13
