cancer_group,alteration_group,confounder,ras,nonras,cancer,number_ras,number_nonras,Parameter,mean,se_mean,sd,2.5%,5%,25%,50%,75%,95%,97.5%,n_eff,Rhat,variable,z,p,00,10,01,11,n,chisq_stat,chisq_p,chisq_padj,is_driver,cutoff_nmodel,cutoff_ntest
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Cell_Cycle,non-small cell lung cancer,60,158,"beta[9,4]",0.039,0.008,0.305,-0.573,-0.472,-0.164,0.035,0.259,0.529,0.616,1404.592,1,Signature.4,0.129,0.05,495,49,147,11,702,0.42,0.29,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Cell_Cycle,non-small cell lung cancer,115,393,mu_beta[3],0.372,0.008,0.303,-0.207,-0.125,0.165,0.372,0.574,0.865,0.96,1320.259,0.999,overall,1.227,0.66,1970,90,368,25,2453,2.503,0.94,0.29,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Chromatin_Regulation,non-small cell lung cancer,7,36,"beta[4,4]",0.978,0.011,0.414,0.208,0.307,0.679,0.974,1.25,1.679,1.819,1409.863,0.999,Signature.15,2.363,1.74,95,3,32,4,134,2.012,0.81,0.18,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Chromatin_Regulation,non-small cell lung cancer,6,58,"beta[7,4]",0.889,0.011,0.409,0.086,0.222,0.612,0.889,1.167,1.563,1.699,1497.787,1,Signature.18,2.171,1.52,89,2,54,4,149,0.99,0.5,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Chromatin_Regulation,non-small cell lung cancer,8,72,"beta[9,4]",0.802,0.01,0.391,-0.008,0.148,0.553,0.819,1.067,1.404,1.529,1593.643,0.998,Signature.1A,2.054,1.4,186,4,68,4,262,1.096,0.53,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Chromatin_Regulation,non-small cell lung cancer,14,141,"beta[10,4]",0.747,0.01,0.361,0.049,0.156,0.501,0.743,0.991,1.351,1.46,1442.977,1,Signature.2,2.067,1.41,175,6,133,8,322,0.569,0.35,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Chromatin_Regulation,non-small cell lung cancer,8,69,"beta[13,4]",0.823,0.01,0.402,0.03,0.177,0.557,0.826,1.097,1.471,1.602,1551.536,1,Signature.3,2.049,1.39,169,4,65,4,242,0.942,0.48,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Chromatin_Regulation,non-small cell lung cancer,60,349,"beta[14,4]",1.001,0.006,0.247,0.526,0.592,0.838,0.998,1.167,1.413,1.483,1480.529,1,Signature.4,4.048,4.29,334,19,308,41,702,8.301,2.4,0.96,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Chromatin_Regulation,non-small cell lung cancer,14,22,"beta[17,4]",1.08,0.01,0.398,0.283,0.392,0.828,1.094,1.341,1.742,1.852,1484.465,1.001,Signature.8,2.716,2.18,32,8,16,6,62,0.114,0.13,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Chromatin_Regulation,non-small cell lung cancer,137,1086,mu_beta[3],0.8,0.006,0.232,0.352,0.411,0.646,0.807,0.956,1.178,1.24,1482.798,1.001,overall,3.448,3.25,1751,54,1003,83,2891,31.469,7.69,5.87,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,7,15,"beta[3,4]",0.371,0.012,0.456,-0.537,-0.381,0.08,0.376,0.674,1.111,1.223,1464.854,0.999,Signature.15,0.813,0.38,113,6,14,1,134,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,6,31,"beta[5,4]",0.312,0.011,0.443,-0.582,-0.434,0.038,0.335,0.611,1.006,1.13,1565.582,1,Signature.18,0.704,0.32,113,5,30,1,149,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,8,18,"beta[7,4]",0.532,0.013,0.468,-0.359,-0.246,0.219,0.525,0.838,1.347,1.492,1394.231,1.001,Signature.1A,1.137,0.59,238,6,16,2,262,1.82,0.75,0.16,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,14,47,"beta[8,4]",0.421,0.011,0.417,-0.406,-0.289,0.161,0.433,0.71,1.085,1.237,1527.902,0.999,Signature.2,1.011,0.51,264,11,44,3,322,0.125,0.14,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,8,30,"beta[10,4]",0.457,0.011,0.45,-0.485,-0.265,0.157,0.464,0.756,1.188,1.344,1587.187,1,Signature.3,1.014,0.51,206,6,28,2,242,0.308,0.24,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,60,148,"beta[11,4]",0.4,0.008,0.276,-0.16,-0.067,0.217,0.401,0.591,0.85,0.935,1310.223,1.002,Signature.4,1.447,0.83,509,45,133,15,702,0.375,0.27,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,117,419,mu_beta[3],0.386,0.008,0.293,-0.191,-0.091,0.196,0.393,0.579,0.863,0.953,1490.048,1,overall,1.317,0.73,2067,89,391,28,2575,4.706,1.52,0.42,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,wnt,non-small cell lung cancer,7,15,"beta[3,4]",0.131,0.013,0.471,-0.767,-0.663,-0.174,0.138,0.438,0.878,1.033,1349.043,1.001,Signature.15,0.279,0.11,113,6,14,1,134,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,wnt,non-small cell lung cancer,6,11,"beta[4,4]",0.016,0.012,0.481,-0.945,-0.784,-0.312,0.027,0.354,0.76,0.961,1505.799,1.001,Signature.18,0.033,0.01,132,6,11,0,149,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,wnt,non-small cell lung cancer,8,35,"beta[5,4]",0.181,0.012,0.458,-0.731,-0.581,-0.13,0.188,0.495,0.92,1.044,1551.444,1,Signature.1A,0.395,0.16,221,6,33,2,262,0.207,0.19,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,wnt,non-small cell lung cancer,14,35,"beta[6,4]",0.254,0.011,0.43,-0.572,-0.436,-0.05,0.247,0.554,0.972,1.107,1403.836,1.003,Signature.2,0.589,0.26,276,11,32,3,322,0.738,0.41,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,wnt,non-small cell lung cancer,8,26,"beta[7,4]",-0.063,0.012,0.483,-1.031,-0.857,-0.372,-0.049,0.257,0.66,0.82,1595.831,1.001,Signature.3,-0.131,0.05,208,8,26,0,242,0.174,0.17,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,wnt,non-small cell lung cancer,60,123,"beta[8,4]",0.088,0.009,0.32,-0.564,-0.445,-0.132,0.097,0.324,0.599,0.668,1359.517,1.002,Signature.4,0.277,0.11,529,50,113,10,702,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,wnt,non-small cell lung cancer,112,302,mu_beta[3],0.092,0.009,0.329,-0.562,-0.453,-0.124,0.092,0.319,0.625,0.74,1353.837,1.001,overall,0.279,0.11,1874,94,284,18,2270,0.55,0.34,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,DDR,non-small cell lung cancer,7,17,"beta[3,4]",0.318,0.014,0.549,-0.785,-0.566,-0.039,0.321,0.673,1.219,1.37,1527.716,0.998,Signature.15,0.579,0.25,111,6,16,1,134,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,DDR,non-small cell lung cancer,6,32,"beta[4,4]",0.198,0.014,0.559,-0.925,-0.733,-0.165,0.197,0.584,1.089,1.262,1491.379,1,Signature.18,0.354,0.14,112,5,31,1,149,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,DDR,non-small cell lung cancer,8,32,"beta[5,4]",0.243,0.015,0.554,-0.899,-0.67,-0.11,0.247,0.618,1.118,1.317,1431.107,1.001,Signature.1A,0.438,0.18,223,7,31,1,262,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,DDR,non-small cell lung cancer,14,89,"beta[6,4]",0.723,0.011,0.427,-0.151,0.016,0.443,0.742,1.014,1.428,1.52,1472.604,1,Signature.2,1.691,1.04,226,7,82,7,322,2.583,0.97,0.29,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,DDR,non-small cell lung cancer,8,38,"beta[7,4]",0.401,0.014,0.511,-0.618,-0.423,0.072,0.414,0.737,1.238,1.389,1369.133,1.002,Signature.3,0.785,0.36,198,6,36,2,242,0.058,0.09,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,DDR,non-small cell lung cancer,60,258,"beta[8,4]",0.328,0.007,0.249,-0.163,-0.083,0.163,0.33,0.494,0.752,0.823,1405.184,1.001,Signature.4,1.319,0.73,409,35,233,25,702,0.47,0.31,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,DDR,non-small cell lung cancer,14,16,"beta[11,4]",0.362,0.015,0.511,-0.717,-0.48,0.041,0.37,0.694,1.177,1.306,1193.036,1,Signature.8,0.708,0.32,35,11,13,3,62,0.006,0.03,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,DDR,non-small cell lung cancer,132,672,mu_beta[3],0.415,0.008,0.294,-0.15,-0.073,0.217,0.411,0.605,0.882,0.986,1508.402,1,overall,1.408,0.8,1782,83,623,49,2537,7.52,2.21,0.96,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_extended,non-small cell lung cancer,7,70,"beta[4,4]",-0.303,0.01,0.364,-1.065,-0.926,-0.526,-0.28,-0.06,0.278,0.374,1465.174,0.998,Signature.15,-0.833,0.39,58,6,69,1,134,2.81,1.03,0.29,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_extended,non-small cell lung cancer,6,80,"beta[7,4]",-0.025,0.009,0.354,-0.715,-0.605,-0.258,-0.028,0.189,0.555,0.716,1461.232,1,Signature.18,-0.07,0.02,67,2,76,4,149,0.054,0.09,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_extended,non-small cell lung cancer,8,166,"beta[9,4]",-0.059,0.009,0.337,-0.75,-0.608,-0.28,-0.067,0.156,0.521,0.626,1475.106,1.001,Signature.1A,-0.176,0.07,94,2,160,6,262,0.103,0.13,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_extended,non-small cell lung cancer,14,173,"beta[11,4]",0.192,0.008,0.319,-0.4,-0.313,-0.036,0.186,0.403,0.721,0.836,1504.433,0.999,Signature.2,0.602,0.26,146,3,162,11,322,2.664,0.99,0.29,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_extended,non-small cell lung cancer,8,127,"beta[14,4]",-0.34,0.01,0.359,-1.076,-0.959,-0.574,-0.319,-0.095,0.227,0.305,1281.618,1,Signature.3,-0.949,0.47,109,6,125,2,242,1.495,0.65,0.11,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_extended,non-small cell lung cancer,60,410,"beta[15,4]",0.151,0.006,0.23,-0.293,-0.222,-0.003,0.148,0.297,0.539,0.621,1486.386,0.999,Signature.4,0.656,0.29,268,24,374,36,702,0.016,0.05,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_extended,non-small cell lung cancer,14,31,"beta[19,4]",0.062,0.009,0.348,-0.612,-0.5,-0.177,0.061,0.293,0.646,0.736,1528.694,0.999,Signature.8,0.178,0.07,22,9,26,5,62,0.83,0.44,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_extended,non-small cell lung cancer,141,1622,mu_beta[3],-0.125,0.006,0.209,-0.536,-0.468,-0.272,-0.122,0.014,0.217,0.27,1449.382,1,overall,-0.595,0.26,1287,63,1544,78,2972,0.009,0.03,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_brief,non-small cell lung cancer,7,17,"beta[3,4]",-0.157,0.014,0.504,-1.198,-1.02,-0.464,-0.144,0.189,0.62,0.76,1291.615,0.999,Signature.15,-0.311,0.12,110,7,17,0,134,0.205,0.19,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_brief,non-small cell lung cancer,6,28,"beta[4,4]",0.122,0.012,0.459,-0.87,-0.685,-0.169,0.132,0.444,0.839,0.99,1571.676,1,Signature.18,0.266,0.1,117,4,26,2,149,0.158,0.16,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_brief,non-small cell lung cancer,8,33,"beta[5,4]",0.266,0.012,0.46,-0.629,-0.482,-0.057,0.258,0.572,1.041,1.189,1404.855,0.999,Signature.1A,0.579,0.25,224,5,30,3,262,2.608,0.97,0.29,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_brief,non-small cell lung cancer,14,92,"beta[6,4]",0.476,0.01,0.379,-0.261,-0.138,0.225,0.465,0.723,1.117,1.265,1362.854,0.999,Signature.2,1.255,0.68,224,6,84,8,322,4.482,1.47,0.42,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_brief,non-small cell lung cancer,8,41,"beta[8,4]",-0.223,0.012,0.466,-1.168,-1.025,-0.527,-0.208,0.102,0.515,0.644,1538.095,0.999,Signature.3,-0.479,0.2,193,8,41,0,242,0.672,0.38,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_brief,non-small cell lung cancer,60,164,"beta[9,4]",-0.132,0.008,0.29,-0.725,-0.609,-0.306,-0.124,0.068,0.335,0.396,1448.658,1,Signature.4,-0.454,0.19,489,49,153,11,702,0.645,0.37,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,RAS_RAF_MAPK_brief,non-small cell lung cancer,117,514,mu_beta[3],-0.016,0.008,0.299,-0.625,-0.507,-0.21,-0.005,0.18,0.466,0.544,1398.102,0.999,overall,-0.053,0.02,1893,91,488,26,2498,0.112,0.13,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,PI3K_AKT,non-small cell lung cancer,7,15,"beta[2,4]",0.007,0.014,0.545,-1.072,-0.876,-0.343,0.025,0.37,0.883,1.014,1600.932,1,Signature.15,0.012,0,113,6,14,1,134,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,PI3K_AKT,non-small cell lung cancer,6,12,"beta[3,4]",0.048,0.014,0.564,-1.084,-0.873,-0.316,0.071,0.417,0.972,1.117,1582.603,1,Signature.18,0.085,0.03,132,5,11,1,149,0.001,0.01,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,PI3K_AKT,non-small cell lung cancer,8,29,"beta[4,4]",0.182,0.014,0.54,-0.905,-0.729,-0.163,0.177,0.542,1.091,1.218,1481.51,1.003,Signature.1A,0.338,0.13,227,6,27,2,262,0.495,0.32,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,PI3K_AKT,non-small cell lung cancer,14,84,"beta[5,4]",0.479,0.011,0.429,-0.414,-0.212,0.199,0.465,0.776,1.178,1.295,1592.434,0.998,Signature.2,1.116,0.58,231,7,77,7,322,3.141,1.12,0.29,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,PI3K_AKT,non-small cell lung cancer,8,23,"beta[7,4]",-0.218,0.015,0.548,-1.345,-1.114,-0.572,-0.206,0.156,0.629,0.807,1331.127,0.998,Signature.3,-0.398,0.16,211,8,23,0,242,0.102,0.13,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,PI3K_AKT,non-small cell lung cancer,60,89,"beta[8,4]",-0.377,0.01,0.407,-1.222,-1.087,-0.649,-0.346,-0.087,0.245,0.345,1504.889,1,Signature.4,-0.927,0.45,557,56,85,4,702,1.589,0.68,0.11,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,PI3K_AKT,non-small cell lung cancer,114,332,mu_beta[3],-0.035,0.009,0.355,-0.779,-0.656,-0.26,-0.025,0.21,0.537,0.634,1600.919,0.999,overall,-0.099,0.04,1967,98,316,16,2397,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,STK11_KEAP1,non-small cell lung cancer,7,24,"beta[4,4]",0.315,0.014,0.528,-0.74,-0.568,-0.033,0.31,0.681,1.155,1.352,1416.39,1,Signature.15,0.596,0.26,104,6,23,1,134,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,STK11_KEAP1,non-small cell lung cancer,6,43,"beta[6,4]",0.426,0.013,0.497,-0.567,-0.391,0.101,0.414,0.755,1.238,1.381,1417.339,0.999,Signature.18,0.856,0.41,102,4,41,2,149,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,STK11_KEAP1,non-small cell lung cancer,8,26,"beta[8,4]",0.793,0.014,0.526,-0.23,-0.071,0.437,0.787,1.136,1.64,1.844,1473.003,0.999,Signature.1A,1.507,0.88,231,5,23,3,262,4.199,1.39,0.41,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,STK11_KEAP1,non-small cell lung cancer,14,59,"beta[9,4]",0.534,0.011,0.437,-0.362,-0.209,0.25,0.557,0.83,1.207,1.345,1617.451,0.999,Signature.2,1.221,0.65,253,10,55,4,322,0.436,0.29,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,STK11_KEAP1,non-small cell lung cancer,8,40,"beta[11,4]",0.46,0.014,0.505,-0.552,-0.337,0.123,0.471,0.798,1.286,1.42,1386.466,0.999,Signature.3,0.912,0.44,196,6,38,2,242,0.03,0.06,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,STK11_KEAP1,non-small cell lung cancer,60,193,"beta[12,4]",0.404,0.007,0.265,-0.101,-0.027,0.215,0.407,0.59,0.814,0.912,1473.339,0.999,Signature.4,1.527,0.9,469,40,173,20,702,0.825,0.44,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,STK11_KEAP1,non-small cell lung cancer,14,11,"beta[14,4]",0.408,0.012,0.494,-0.589,-0.426,0.107,0.41,0.729,1.189,1.377,1574.356,1,Signature.8,0.826,0.39,39,12,9,2,62,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,STK11_KEAP1,non-small cell lung cancer,131,574,mu_beta[3],0.471,0.008,0.29,-0.102,-0.009,0.284,0.471,0.667,0.961,1.044,1485.989,1,overall,1.626,0.98,2017,90,533,41,2681,7.397,2.18,0.96,TRUE,3.21,3.21
